epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,41.7083,1.08311,3.16548,0.01841,0.77306,0.93517,0.93992,0.62615,1.27303,2.05555,0.03775,0.00143595,0.00143595,0.00143595
16,43.8689,1.19337,2.94089,0.02172,0.8222,0.88632,0.92465,0.58499,1.31943,2.02785,0.03921,0.00141945,0.00141945,0.00141945
17,46.1157,1.18362,2.82862,0.0196,0.83751,0.83612,0.91489,0.5633,1.27464,1.91424,0.03564,0.00140295,0.00140295,0.00140295
18,48.4169,1.15252,2.58171,0.01869,0.8645,0.86501,0.92569,0.59246,1.23975,1.66661,0.03362,0.00138644,0.00138644,0.00138644
19,50.7705,1.16776,2.74645,0.02039,0.81059,0.87612,0.9389,0.57449,1.37791,1.78864,0.0419,0.00136994,0.00136994,0.00136994
20,52.9427,1.10826,2.38568,0.01848,0.81881,0.89859,0.94006,0.58167,1.33545,1.50923,0.03802,0.00135344,0.00135344,0.00135344
21,54.9936,1.09488,2.37726,0.01821,0.78116,0.89599,0.94133,0.60977,1.23561,1.3592,0.03383,0.00133693,0.00133693,0.00133693
22,57.2176,1.15965,2.27543,0.01908,0.82338,0.80928,0.92352,0.54019,1.41591,1.28746,0.03944,0.00132043,0.00132043,0.00132043
23,59.4522,1.11475,2.12312,0.01856,0.88869,0.89327,0.9369,0.555,1.46753,1.21027,0.04204,0.00130393,0.00130393,0.00130393
24,61.8744,1.08455,1.91683,0.0177,0.78353,0.76252,0.8422,0.52404,1.34131,1.21958,0.03954,0.00128742,0.00128742,0.00128742
25,64.1858,1.07021,2.059,0.01828,0.67489,0.8431,0.83866,0.52155,1.35541,1.1447,0.0405,0.00127092,0.00127092,0.00127092
26,66.5044,1.07046,1.84341,0.01833,0.78048,0.87227,0.9085,0.54163,1.50422,0.98262,0.04552,0.00125442,0.00125442,0.00125442
27,68.9123,1.17699,1.79022,0.01949,0.75694,0.89914,0.88519,0.52714,1.36322,0.89459,0.03739,0.00123791,0.00123791,0.00123791
28,71.2444,1.21883,1.77616,0.02068,0.7721,0.85193,0.89323,0.54268,1.38389,0.84404,0.04017,0.00122141,0.00122141,0.00122141
29,73.4175,1.16138,1.69312,0.01899,0.9319,0.75385,0.91339,0.5766,1.29928,0.80707,0.03566,0.00120491,0.00120491,0.00120491
30,75.4922,1.00863,1.51573,0.01714,0.83649,0.90033,0.94071,0.6348,1.15494,0.6731,0.03143,0.0011884,0.0011884,0.0011884
31,77.6033,1.0692,1.53256,0.0175,0.94537,0.89316,0.96297,0.57823,1.36869,0.63509,0.03922,0.0011719,0.0011719,0.0011719
32,79.7172,1.13752,1.42289,0.01723,0.85732,0.91454,0.95778,0.60032,1.25296,0.61586,0.03287,0.0011554,0.0011554,0.0011554
33,81.793,1.06377,1.483,0.01704,0.88787,0.91018,0.95461,0.61808,1.31451,0.60649,0.03828,0.00113889,0.00113889,0.00113889
34,83.851,1.1142,1.46066,0.01724,0.89054,0.8957,0.92158,0.58378,1.27334,0.69946,0.03459,0.00112239,0.00112239,0.00112239
35,85.9375,1.03509,1.44054,0.01655,0.8399,0.84081,0.93821,0.58034,1.32573,0.69129,0.03764,0.00110589,0.00110589,0.00110589
36,88.0385,1.06111,1.24904,0.01663,0.85073,0.9424,0.95228,0.62577,1.2996,0.59398,0.03837,0.00108938,0.00108938,0.00108938
37,90.2743,1.09528,1.31649,0.01695,0.94538,0.88061,0.96326,0.57733,1.40138,0.61729,0.03868,0.00107288,0.00107288,0.00107288
38,92.5882,1.09589,1.38762,0.01805,0.91635,0.89366,0.9478,0.53596,1.58596,0.62959,0.0455,0.00105638,0.00105638,0.00105638
39,94.9297,1.06923,1.21174,0.01935,0.90599,0.92298,0.95326,0.61136,1.31319,0.58554,0.03784,0.00103987,0.00103987,0.00103987
40,97.3108,1.08615,1.17937,0.01805,0.86759,0.93429,0.94903,0.61153,1.27147,0.57506,0.03598,0.00102337,0.00102337,0.00102337
41,99.5841,1.06281,1.31164,0.01739,0.96383,0.93614,0.96798,0.62049,1.30306,0.52473,0.03681,0.00100687,0.00100687,0.00100687
42,101.885,1.0383,1.17041,0.01736,0.94286,0.91792,0.95575,0.57879,1.40266,0.64163,0.04174,0.000990365,0.000990365,0.000990365
43,104.128,0.96401,1.2042,0.01725,0.95979,0.89878,0.95736,0.60185,1.32619,0.58385,0.03785,0.000973861,0.000973861,0.000973861
44,106.425,0.9809,1.05603,0.0171,0.86181,0.903,0.93652,0.59554,1.30964,0.6326,0.03623,0.000957358,0.000957358,0.000957358
45,108.696,1.03276,1.14614,0.01614,0.81262,0.96149,0.94083,0.58962,1.30589,0.63562,0.03598,0.000940855,0.000940855,0.000940855
46,110.946,1.00109,1.10761,0.01586,0.94608,0.87914,0.96063,0.58382,1.40749,0.62034,0.04058,0.000924352,0.000924352,0.000924352
47,113.026,0.93976,1.08357,0.01551,0.94178,0.87323,0.93892,0.56459,1.46289,0.69037,0.04322,0.000907848,0.000907848,0.000907848
48,115.325,0.94835,1.0392,0.01571,0.9227,0.84788,0.9503,0.57939,1.35144,0.61972,0.03826,0.000891345,0.000891345,0.000891345
49,117.621,0.94903,0.98501,0.01593,0.88731,0.95342,0.96057,0.58413,1.39958,0.59209,0.03946,0.000874842,0.000874842,0.000874842
50,119.888,1.03027,1.02169,0.01658,0.91669,0.88083,0.95298,0.56808,1.42128,0.66721,0.04046,0.000858338,0.000858338,0.000858338
51,122.17,1.02504,0.93014,0.01643,0.86007,0.92064,0.94142,0.57504,1.31815,0.69459,0.03545,0.000841835,0.000841835,0.000841835
52,124.472,1.00617,0.99821,0.01691,0.91804,0.88026,0.94583,0.58479,1.3882,0.69653,0.04115,0.000825332,0.000825332,0.000825332
53,126.504,1.02449,0.9442,0.01713,0.975,0.84281,0.93918,0.57343,1.39731,0.70813,0.04051,0.000808828,0.000808828,0.000808828
54,128.626,0.97325,0.85051,0.01566,0.92399,0.82236,0.92404,0.56935,1.34073,0.71858,0.03618,0.000792325,0.000792325,0.000792325
55,130.699,0.96742,0.87483,0.01534,0.8539,0.88856,0.93323,0.58369,1.32343,0.72284,0.03544,0.000775822,0.000775822,0.000775822
56,132.731,0.8751,0.85982,0.01426,0.92696,0.87131,0.94321,0.58438,1.34201,0.69875,0.03658,0.000759318,0.000759318,0.000759318
57,134.82,0.88003,0.77285,0.01483,0.88547,0.85263,0.93039,0.54497,1.39883,0.77261,0.03859,0.000742815,0.000742815,0.000742815
58,136.884,0.93953,0.87781,0.0155,0.88112,0.85001,0.92918,0.53982,1.42389,0.83114,0.03995,0.000726312,0.000726312,0.000726312
59,138.947,0.96439,0.92104,0.01548,0.88406,0.8113,0.92451,0.57817,1.32141,0.85275,0.0359,0.000709809,0.000709809,0.000709809
60,141.016,1.00058,0.97324,0.01578,0.95254,0.75765,0.91848,0.57353,1.29172,0.85144,0.03499,0.000693305,0.000693305,0.000693305
61,143.143,0.94583,0.83961,0.01523,0.92925,0.84579,0.93252,0.56021,1.40236,0.72497,0.0397,0.000676802,0.000676802,0.000676802
62,145.44,0.87179,0.79614,0.01459,0.94347,0.89298,0.95685,0.57184,1.36823,0.63429,0.03857,0.000660299,0.000660299,0.000660299
63,147.644,0.86755,0.84174,0.01445,0.90199,0.93876,0.95393,0.60047,1.29641,0.58353,0.03533,0.000643795,0.000643795,0.000643795
64,149.929,0.89374,0.80127,0.01435,0.90019,0.84788,0.9346,0.57365,1.33813,0.62942,0.03693,0.000627292,0.000627292,0.000627292
65,152.182,0.84877,0.83733,0.01322,0.90067,0.92298,0.95468,0.60051,1.30976,0.61427,0.03709,0.000610789,0.000610789,0.000610789
66,154.437,0.90761,0.77147,0.01422,0.95721,0.86191,0.94323,0.58983,1.2959,0.70814,0.03721,0.000594286,0.000594286,0.000594286
67,156.662,0.89433,0.78156,0.01417,0.96557,0.83653,0.92444,0.57969,1.2731,0.81568,0.035,0.000577782,0.000577782,0.000577782
68,158.879,0.83135,0.73847,0.01255,0.90911,0.84139,0.91471,0.58422,1.2608,0.86035,0.03375,0.000561279,0.000561279,0.000561279
69,161.145,0.86229,0.7011,0.01412,0.93693,0.84762,0.92815,0.59474,1.33467,0.80961,0.03771,0.000544776,0.000544776,0.000544776
70,163.355,0.87006,0.78481,0.01323,0.96751,0.79814,0.93642,0.59187,1.34478,0.77401,0.03736,0.000528272,0.000528272,0.000528272
71,165.521,0.87988,0.72619,0.01322,0.96938,0.80261,0.93969,0.59165,1.30826,0.73729,0.03476,0.000511769,0.000511769,0.000511769
72,167.858,0.85477,0.76195,0.01304,0.93659,0.8437,0.93513,0.59988,1.26141,0.72892,0.03348,0.000495266,0.000495266,0.000495266
73,170.111,0.81672,0.71742,0.01258,0.98298,0.83344,0.93825,0.59862,1.28192,0.76893,0.0351,0.000478762,0.000478762,0.000478762
74,172.389,0.80705,0.63658,0.01254,0.95692,0.83456,0.92629,0.57448,1.31251,0.81625,0.03503,0.000462259,0.000462259,0.000462259
75,174.605,0.8031,0.67995,0.01203,0.93066,0.83569,0.92519,0.56779,1.31046,0.8347,0.03426,0.000445756,0.000445756,0.000445756
76,176.88,0.83122,0.66565,0.01279,0.92559,0.84788,0.92125,0.5728,1.29867,0.83114,0.03425,0.000429253,0.000429253,0.000429253
77,179.125,0.85583,0.73984,0.01284,0.93738,0.8409,0.93178,0.58751,1.28886,0.79732,0.03566,0.000412749,0.000412749,0.000412749
78,181.356,0.78501,0.68343,0.01184,0.9696,0.80841,0.93212,0.59455,1.3061,0.80981,0.03695,0.000396246,0.000396246,0.000396246
79,183.63,0.82593,0.68788,0.01269,0.91966,0.85544,0.92727,0.60426,1.25772,0.80112,0.03404,0.000379743,0.000379743,0.000379743
80,185.865,0.77545,0.66723,0.01264,0.91441,0.85428,0.92209,0.59394,1.26101,0.78582,0.0333,0.000363239,0.000363239,0.000363239
81,188.076,0.8207,0.6474,0.01218,0.93584,0.80725,0.91135,0.5743,1.29594,0.82556,0.03437,0.000346736,0.000346736,0.000346736
82,190.272,0.81401,0.65848,0.01295,0.98603,0.81756,0.91763,0.58018,1.29384,0.81296,0.03406,0.000330233,0.000330233,0.000330233
83,192.455,0.76836,0.64584,0.01227,0.98597,0.84113,0.91973,0.5913,1.264,0.79573,0.03358,0.000313729,0.000313729,0.000313729
84,194.73,0.76583,0.65251,0.01094,0.94595,0.83119,0.91882,0.59547,1.26154,0.77842,0.03432,0.000297226,0.000297226,0.000297226
85,196.979,0.75596,0.60307,0.01199,0.90259,0.85702,0.91982,0.59451,1.27837,0.80695,0.03495,0.000280723,0.000280723,0.000280723
86,199.183,0.76634,0.63453,0.01121,0.92193,0.84888,0.92706,0.5909,1.29549,0.77416,0.03512,0.00026422,0.00026422,0.00026422
87,201.408,0.70138,0.59065,0.01075,0.934,0.86104,0.9287,0.58528,1.30086,0.77762,0.03426,0.000247716,0.000247716,0.000247716
88,203.655,0.74758,0.67228,0.01159,0.97037,0.83132,0.91955,0.57206,1.30159,0.81697,0.03414,0.000231213,0.000231213,0.000231213
89,205.938,0.74986,0.60226,0.01219,0.9555,0.84623,0.90966,0.56628,1.29877,0.85393,0.03475,0.00021471,0.00021471,0.00021471
90,208.233,0.73556,0.61818,0.01199,0.92686,0.8455,0.90577,0.563,1.31398,0.87765,0.03603,0.000198206,0.000198206,0.000198206
91,213.995,0.67597,0.70854,0.01348,0.9234,0.85502,0.90915,0.55962,1.34526,0.89016,0.03783,0.000181703,0.000181703,0.000181703
92,215.977,0.69687,0.74562,0.01496,0.96459,0.83221,0.89565,0.55864,1.3557,0.9261,0.03876,0.0001652,0.0001652,0.0001652
93,217.945,0.73155,0.67199,0.01603,0.92083,0.84466,0.88867,0.55522,1.34032,0.93098,0.0381,0.000148696,0.000148696,0.000148696
94,219.854,0.73075,0.65911,0.01496,0.94354,0.84749,0.88453,0.55882,1.27959,0.91208,0.03527,0.000132193,0.000132193,0.000132193
95,221.762,0.6465,0.60269,0.01282,0.94374,0.8507,0.88372,0.56494,1.25782,0.90948,0.03397,0.00011569,0.00011569,0.00011569
96,223.635,0.68843,0.65055,0.01379,0.94281,0.85232,0.88223,0.56987,1.25244,0.90604,0.03361,9.91865e-05,9.91865e-05,9.91865e-05
97,225.612,0.66223,0.60186,0.01338,0.94937,0.84788,0.88414,0.56305,1.26222,0.90446,0.03372,8.26832e-05,8.26832e-05,8.26832e-05
98,227.823,0.67612,0.6014,0.01395,0.95075,0.84446,0.88804,0.56174,1.2734,0.91115,0.03408,6.61799e-05,6.61799e-05,6.61799e-05
99,230.055,0.63277,0.59422,0.01281,0.95312,0.84788,0.89232,0.56129,1.28603,0.90225,0.03456,4.96766e-05,4.96766e-05,4.96766e-05
100,232.241,0.61023,0.58547,0.01234,0.94232,0.8554,0.89432,0.56026,1.29422,0.89694,0.03491,3.31733e-05,3.31733e-05,3.31733e-05
